"","SalePrice","MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","MoSold","YrSold","SaleType","SaleCondition"
"11",129500,"20","RL",0.0989863029960413,0.40490812017633,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",-0.782903446215014,-0.477223093449934,-0.207523362996918,-0.962235988357428,"Hip","CompShg","HdBoard","HdBoard","None",-0.821808876363197,"TA","TA","CBlock","TA","TA","No","Rec",0.959490817579041,"Unf",-0.954015980939415,0.0208134358279876,"GasA","Ex","Y","SBrkr",-0.178529683181418,-0.871155818929717,-0.961883331241759,1.17517063648166,-0.240978466509052,-1.02482170537396,-0.773426569691033,0.170694724589144,"TA",-0.947037233317007,"Typ",-1.02698895085343,"Detchd",-0.547035822126973,"Unf",-1.04756738100353,-0.351422667439593,"TA","TA","Y",-0.950010987430463,-1.0709399586891,-1.69365012137611,0.139917773941369,"WD","Normal"
"12",345000,"60","RL",0.70117695275216,0.526951998140231,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",2.01114682580545,-0.477223093449934,1.11685259580759,1.02367789466132,"Hip","CompShg","WdShing","Wd Shng","Stone",1.29379462676138,"Ex","TA","PConc","Ex","TA","No","GLQ",1.02493676400191,"Unf",-0.782629554925451,0.319969751494836,"GasA","Ex","Y","SBrkr",0.224399368328462,1.22419103376059,1.45004416628521,1.17517063648166,-0.240978466509052,2.47947214203541,-0.773426569691033,1.38239962614895,"Ex",2.32698240184998,"Typ",1.63788722614665,"BuiltIn",1.07307134289445,"Fin",1.75911354964528,1.1768935682689,"TA","TA","Y",0.995803036710089,0.352743483057884,0.294523839408755,-1.36840011125137,"New","Partial"
"13",144000,"20","RL",-0.240918439620691,0.690851456597759,"Pave","IR2","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",-0.782903446215014,0.440400472514585,-0.306851559907256,-1.10754676028563,"Hip","CompShg","HdBoard","Plywood","None",-0.821808876363197,"TA","TA","CBlock","TA","TA","No","ALQ",0.824554616749472,"Unf",-0.790079660280572,-0.272322285426661,"GasA","TA","Y","SBrkr",-0.59625001803484,-0.871155818929717,-1.35468262111177,1.17517063648166,-0.240978466509052,-1.02482170537396,-0.773426569691033,-1.0621133851844,"TA",-1.77846379473879,"Typ",-1.02698895085343,"Detchd",-0.66854385950358,"Unf",-1.04756738100353,-0.501231277508305,"TA","TA","Y",0.980370366418377,-1.0709399586891,0.987151736743589,0.139917773941369,"WD","Normal"
"14",279500,"20","RL",0.923990654181906,0.307336891535536,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",0.667269615883086,-0.477223093449934,1.1499619947777,1.07211481863739,"Gable","CompShg","VinylSd","VinylSd","Stone",1.30555683210285,"Gd","TA","PConc","Gd","TA","Av","Unf",-1.35269949819096,"Unf",1.63884070576543,0.99378237063577,"GasA","Ex","Y","SBrkr",0.951392849789886,-0.871155818929717,0.123212481682511,-0.838578727297927,-0.240978466509052,0.796972968243514,-0.773426569691033,0.170694724589144,"Gd",0.389787243417268,"Typ",0.783736098878231,"Attchd",1.11357402201999,"RFn",1.75911354964528,1.59875154204541,"TA","TA","Y",1.02247984880396,0.557391577428968,0.645803668048188,-0.613572089781908,"New","Partial"
"15",157000,"20","RL",0.458821135322509,0.355647010677147,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",-0.0421794726376995,-0.477223093449934,-0.373070357847482,-1.20442060823776,"Hip","CompShg","MetalSd","MetalSd","BrkFace",1.23938892192119,"TA","TA","CBlock","TA","TA","No","BLQ",0.821083452931798,"Unf",0.141596089179722,0.488710869513163,"GasA","TA","Y","SBrkr",0.406696128054199,-0.871155818929717,-0.404064394084127,1.17517063648166,-0.240978466509052,-1.02482170537396,1.28368827204804,-1.0621133851844,"TA",-0.947037233317007,"Typ",0.783736098878231,"Attchd",-0.749549217754651,"RFn",-1.04756738100353,-0.501231277508305,"TA","TA","Y",-0.950010987430463,1.43376157563805,-0.444737988378689,0.139917773941369,"WD","Normal"
"16",132000,"45","RM",-0.788499048649839,-0.76051980236805,"Pave","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf",0.667269615883086,2.01066096734306,-1.39946172592098,0.781493274780989,"Gable","CompShg","Wd Sdng","Wd Sdng","None",-0.821808876363197,"TA","TA","BrkTil","TA","TA","No","Unf",-1.35269949819096,"Unf",0.717580560627884,-0.460958415203692,"GasA","Ex","Y","FuseA",-0.806866476526654,-0.871155818929717,-1.55107640510209,-0.838578727297927,-0.240978466509052,-1.02482170537396,-0.773426569691033,-1.0621133851844,"TA",-0.947037233317007,"Typ",-1.02698895085343,"Detchd",0.506033835136954,"Unf",0.273739541227567,0.504797561316376,"TA","TA","Y",0.628675264783304,1.12741676702633,0.294523839408755,-0.613572089781908,"WD","Normal"
"17",149000,"20","RL",0.791301629381712,0.412020986514688,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story",-0.0421794726376995,1.26300731842747,-0.0419763681463542,-0.720051368477092,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",1.20800523649244,"TA","TA","CBlock","TA","TA","No","ALQ",0.673709356139067,"Unf",-0.0666817824308099,-0.0606313952332014,"GasA","Ex","Y","SBrkr",-0.290152336383879,-0.871155818929717,-1.06727835302005,1.17517063648166,-0.240978466509052,-1.02482170537396,-0.773426569691033,-1.0621133851844,"TA",-0.947037233317007,"Typ",0.783736098878231,"Attchd",-0.344522426499295,"Fin",0.273739541227567,0.0848094611737192,"TA","TA","Y",-0.950010987430463,-1.0709399586891,-1.25178437070736,1.64277597552966,"WD","Normal"
"18",90000,"90","RL",0.183504189029514,0.332538423941198,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","Duplex","1Story",-1.56191793117276,-0.477223093449934,-0.141304565056692,-0.865362140405294,"Gable","CompShg","MetalSd","MetalSd","None",-0.821808876363197,"TA","TA","Slab","TA","TA","No","Unf",-1.35269949819096,"Unf",-2.06337786281215,-3.13040541396314,"GasA","TA","Y","SBrkr",0.511760682975832,-0.871155818929717,-0.302974371643107,-0.838578727297927,-0.240978466509052,0.796972968243514,-0.773426569691033,-1.0621133851844,"TA",-0.23454678737643,"Typ",-1.02698895085343,"CarPort",-0.466030463875902,"Unf",0.273739541227567,0.244008654609521,"TA","TA","Y",-0.950010987430463,-1.0709399586891,1.31980535250846,-1.36840011125137,"WD","Normal"
"19",159000,"20","RL",-0.0745169487141871,0.797595581702593,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",-0.782903446215014,-0.477223093449934,1.08374319683748,0.926804046709191,"Gable","CompShg","VinylSd","VinylSd","None",-0.821808876363197,"TA","TA","PConc","TA","TA","No","GLQ",0.741705061708121,"Unf",0.0290971226204351,0.185968213491559,"GasA","Ex","Y","SBrkr",0.03837201037041,-0.871155818929717,-0.756172604171879,1.17517063648166,-0.240978466509052,-1.02482170537396,1.28368827204804,0.170694724589144,"Gd",-0.23454678737643,"Typ",-1.02698895085343,"Detchd",1.03256866376892,"Unf",0.273739541227567,0.504797561316376,"TA","TA","Y",-0.950010987430463,1.08315520882826,-0.0682823411762393,0.139917773941369,"WD","Normal"
"20",139000,"20","RL",0.0989863029960413,-0.355508149049717,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",-0.782903446215014,0.440400472514585,-0.439289155787707,-0.962235988357428,"Hip","CompShg","BrkFace","Plywood","None",-0.821808876363197,"TA","TA","CBlock","TA","TA","No","LwQ",0.592314802174087,"Unf",0.152093949190048,-0.00399352545824328,"GasA","TA","Y","SBrkr",0.613129251114637,-0.871155818929717,-0.20516380537519,-0.838578727297927,-0.240978466509052,-1.02482170537396,-0.773426569691033,0.170694724589144,"TA",-0.23454678737643,"Min1",-1.02698895085343,"Attchd",-0.830554576005722,"Unf",-1.04756738100353,-0.779570887196485,"TA","TA","Y",-0.950010987430463,-1.0709399586891,-0.444737988378689,0.892015953608611,"COD","Abnorml"
"21",325300,"60","RL",1.27642635600663,0.870628816534316,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",1.35046226437619,-0.477223093449934,1.11685259580759,1.02367789466132,"Gable","CompShg","VinylSd","VinylSd","BrkFace",1.34200836199132,"Gd","TA","PConc","Ex","TA","Av","Unf",-1.35269949819096,"Unf",1.20649600169912,0.282810929753009,"GasA","Ex","Y","SBrkr",0.160092262090199,1.23597350118915,1.51658970702122,-0.838578727297927,-0.240978466509052,2.47947214203541,1.28368827204804,1.38239962614895,"Gd",1.44811864297226,"Typ",0.783736098878231,"BuiltIn",1.07307134289445,"RFn",1.75911354964528,1.65076836159994,"TA","TA","Y",1.14787662294791,1.27874213352374,1.64474974582165,-1.36840011125137,"New","Partial"
"22",139400,"45","RM",-0.489499458090926,-0.383944822360723,"Pave","Reg","Bnk","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Unf",0.667269615883086,1.26300731842747,-1.36635232695086,-1.68878984799844,"Gable","CompShg","Wd Sdng","Wd Sdng","None",-0.821808876363197,"TA","TA","PConc","TA","TA","No","Unf",-1.35269949819096,"Unf",0.374714984328811,-0.942153689119413,"GasA","Ex","Y","FuseF",0.021372801214136,-0.871155818929717,-0.77233839605743,-0.838578727297927,-0.240978466509052,-1.02482170537396,-0.773426569691033,0.170694724589144,"Gd",-0.23454678737643,"Typ",0.783736098878231,"Attchd",-1.96462959152072,"Unf",-1.04756738100353,-0.848247483185233,"TA","TA","N",-0.950010987430463,-1.0709399586891,-0.0682823411762393,-0.613572089781908,"WD","Normal"
"23",230000,"20","RL",0.307671150441041,0.134023261169745,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",1.35046226437619,-0.477223093449934,1.01752439889725,0.829930198757056,"Hip","CompShg","VinylSd","VinylSd","BrkFace",1.2906946150559,"Gd","TA","PConc","Gd","TA","No","Unf",-1.35269949819096,"Unf",1.96440319925525,1.56052597857428,"GasA","Ex","Y","SBrkr",1.51169112137894,-0.871155818929717,0.673977326894555,-0.838578727297927,-0.240978466509052,0.796972968243514,-0.773426569691033,0.170694724589144,"Gd",0.389787243417268,"Typ",0.783736098878231,"Attchd",0.951563305517846,"RFn",0.273739541227567,0.32281752728364,"TA","TA","Y",1.04329760720028,1.29397488529984,0.987151736743589,0.139917773941369,"WD","Normal"
"24",129900,"120","RM",-1.1653063464404,-1.46480709834305,"Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","1Story",-0.782903446215014,1.26300731842747,0.156680025674322,-0.429429824620689,"Gable","CompShg","CemntBd","CmentBd","None",-0.821808876363197,"TA","TA","PConc","Gd","TA","No","GLQ",0.909310267615326,"Unf",-0.699948732606923,0.0208134358279876,"GasA","TA","Y","SBrkr",-0.118304192310516,-0.871155818929717,-0.904886065890861,1.17517063648166,-0.240978466509052,-1.02482170537396,-0.773426569691033,0.170694724589144,"TA",-0.23454678737643,"Typ",0.783736098878231,"Attchd",-0.101506351746081,"Unf",0.273739541227567,0.487576609198362,"TA","TA","Y",0.872491460662731,1.11888276985994,-0.0682823411762393,-0.613572089781908,"WD","Normal"
"25",154000,"20","RL",0.0555037325713055,-0.188261329545225,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",-0.782903446215014,2.01066096734306,-0.10819516608658,0.781493274780989,"Gable","CompShg","Plywood","Plywood","None",-0.821808876363197,"TA","Gd","CBlock","TA","TA","Mn","Rec",0.0765503942064076,"ALQ",-0.686089957480132,0.0657429908926803,"GasA","Ex","Y","SBrkr",-0.118304192310516,-0.871155818929717,-0.904886065890861,1.17517063648166,-0.240978466509052,-1.02482170537396,-0.773426569691033,0.170694724589144,"Gd",-0.23454678737643,"Typ",0.783736098878231,"Attchd",-0.425527784750366,"Unf",-1.04756738100353,-0.897697338954292,"TA","TA","Y",1.30494463170451,1.02405938598084,-0.444737988378689,1.64277597552966,"WD","Normal"
"26",256300,"20","RL",1.5759906934088,0.872696905170595,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",1.35046226437619,-0.477223093449934,1.18307139374782,1.07211481863739,"Gable","CompShg","VinylSd","VinylSd","Stone",1.42245319420915,"Gd","TA","PConc","Gd","TA","No","Unf",-1.35269949819096,"Unf",1.72455948354717,1.1404397349135,"GasA","Ex","Y","SBrkr",1.16159167299214,-0.871155818929717,0.328824558978279,-0.838578727297927,-0.240978466509052,0.796972968243514,-0.773426569691033,0.170694724589144,"Gd",0.389787243417268,"Typ",0.783736098878231,"Attchd",1.15407670114552,"RFn",1.75911354964528,1.79800826561343,"TA","TA","Y",-0.950010987430463,0.801643952223678,0.294523839408755,0.892015953608611,"WD","Normal"
"27",134800,"20","RL",-0.347061772522835,-0.449258622265759,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",-0.782903446215014,1.26300731842747,-0.671054948578496,0.733056350804922,"Gable","CompShg","Wd Sdng","Wd Sdng","None",-0.821808876363197,"TA","TA","CBlock","TA","TA","Mn","BLQ",0.181083762064632,"Rec",-0.771536904958505,-0.300334438156407,"GasA","TA","Y","SBrkr",-0.63861738940711,-0.871155818929717,-1.39427754120675,-0.838578727297927,3.9474567847197,-1.02482170537396,-0.773426569691033,0.170694724589144,"Gd",-0.947037233317007,"Typ",-1.02698895085343,"Detchd",1.07307134289445,"Unf",0.273739541227567,0.504797561316376,"TA","TA","Y",1.12405432595229,0.543324201042921,-0.444737988378689,1.64277597552966,"WD","Normal"
"28",306000,"20","RL",1.17300017170158,0.452650531107391,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",1.35046226437619,-0.477223093449934,1.18307139374782,1.12055174261346,"Gable","CompShg","VinylSd","VinylSd","Stone",1.2283501700324,"Gd","TA","PConc","Ex","TA","No","GLQ",1.16440756585419,"Unf",0.0687524489032406,1.41673793880784,"GasA","Ex","Y","SBrkr",1.3537013959028,-0.871155818929717,0.51780020834928,1.17517063648166,-0.240978466509052,0.796972968243514,-0.773426569691033,0.170694724589144,"Gd",0.389787243417268,"Typ",0.783736098878231,"Attchd",1.19457938027106,"RFn",1.75911354964528,1.32411960876136,"TA","TA","Y",-0.950010987430463,0.748940689707656,-0.444737988378689,1.64277597552966,"WD","Normal"
"29",207500,"20","RL",-0.999725769602816,1.1421100529705,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story",-0.782903446215014,0.440400472514585,-0.47239855475782,0.587745578876721,"Gable","CompShg","MetalSd","MetalSd","None",-0.821808876363197,"TA","TA","CBlock","TA","TA","Gd","BLQ",1.19847213487185,"Unf",-0.675789459272995,0.973269411675441,"GasA","TA","Y","SBrkr",1.16159167299214,-0.871155818929717,0.328824558978279,1.17517063648166,-0.240978466509052,-1.02482170537396,-0.773426569691033,-1.0621133851844,"TA",-0.23454678737643,"Typ",1.63788722614665,"Attchd",-0.871057255131258,"RFn",-1.04756738100353,-0.658436395574174,"TA","TA","Y",1.2030521445435,1.52576046413142,1.96278610828061,-1.36840011125137,"WD","Normal"
"30",68500,"30","RM",-0.347061772522835,-0.697845826255718,"Pave","IR1","Lvl","AllPub","Inside","Gtl","BrkSide","Feedr","RRNn","1Fam","1Story",-1.56191793117276,0.440400472514585,-1.4656805238612,-1.68878984799844,"Gable","CompShg","MetalSd","MetalSd","None",-0.821808876363197,"TA","TA","BrkTil","TA","TA","No","Unf",-1.35269949819096,"Unf",0.141596089179722,-1.2492356259884,"GasA","Fa","N","SBrkr",-2.43253851448147,-0.871155818929717,-3.03098492839319,-0.838578727297927,-0.240978466509052,-1.02482170537396,-0.773426569691033,-2.32389116957883,"Fa",-1.77846379473879,"Typ",-1.02698895085343,"Detchd",-2.36965638277608,"Unf",-1.04756738100353,-1.04818564787979,"Fa","TA","Y",0.635675212379495,-1.0709399586891,-0.444737988378689,0.139917773941369,"WD","Normal"
"31",40000,"70","C (all)",-0.840348642357027,-0.129738406082613,"Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Feedr","Norm","1Fam","2Story",-1.56191793117276,-1.51988772974632,-1.69744631665199,-1.68878984799844,"Gambrel","CompShg","BrkFace","BrkFace","None",-0.821808876363197,"TA","Fa","BrkTil","TA","TA","No","Unf",-1.35269949819096,"Unf",0.397296158004758,-0.911528826817877,"GasA","TA","N","SBrkr",-1.69856417279763,1.12231555541914,-0.25480999165125,-0.838578727297927,-0.240978466509052,-1.02482170537396,-0.773426569691033,0.170694724589144,"TA",-0.23454678737643,"Typ",-1.02698895085343,"Detchd",-2.36965638277608,"Unf",-1.04756738100353,-0.99764991969764,"TA","Fa","N",-0.950010987430463,0.784711821293728,0.294523839408755,0.139917773941369,"WD","Normal"
"32",149350,"20","RL",0.236476820330198,-0.119773099807708,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","1Story",-0.782903446215014,0.440400472514585,-0.174413964026805,1.02367789466132,"Gable","CompShg","HdBoard","HdBoard","None",-0.821808876363197,"TA","TA","CBlock","TA","TA","No","Unf",-1.35269949819096,"Unf",1.3015448147278,0.434932923149601,"GasA","Gd","Y","SBrkr",0.343807934775119,-0.871155818929717,-0.464434556281023,-0.838578727297927,-0.240978466509052,-1.02482170537396,1.28368827204804,0.170694724589144,"Gd",-0.23454678737643,"Typ",-1.02698895085343,"Attchd",-0.506533143001437,"Unf",-1.04756738100353,-0.892737047216568,"TA","TA","Y",-0.950010987430463,0.871215032488353,-0.0682823411762393,0.139917773941369,"WD","Normal"
